;1001_IEO_NEU_XX;N
6591;1081_ITH_NEU_XX.avi;N
3883;1048_IWL_ANG_XX.avi;A
235;1003_TSI_ANG_XX.avi;A
6186;1076_ITH_FEA_XX.avi;F
4028;1050_IWW_SAD_XX.avi;N
1251;1016_TAI_HAP_XX.avi;H
3955;1049_TAI_DIS_XX.avi;D
2539;1032_TIE_HAP_XX.avi;H
4533;1056_MTI_ANG_XX.avi;A
5916;1073_IWW_FEA_XX.avi;F
3234;1040_ITH_FEA_XX.avi;F
5314;1066_IEO_SAD_LO.avi;N
4751;1059_IEO_DIS_HI.avi;S
6038;1074_TSI_SAD_XX.avi;S
2412;1030_ITH_SAD_XX.avi;F
6247;1077_TAI_SAD_XX.avi;N
4656;1058_IEO_HAP_MD.avi;H
3605;1045_TIE_HAP_XX.avi;H
2050;1026_TIE_FEA_XX.avi;F
4303;1053_DFA_HAP_XX.avi;H
5699;1070_DFA_ANG_XX.avi;A
6428;1079_ITH_HAP_XX.avi;H
4187;1052_IOM_ANG_XX.avi;A
3169;1039_TSI_ANG_XX.avi;A
3541;1044_TAI_HAP_XX.avi;H
6304;1078_IEO_FEA_MD.avi;A
380;1005_ITH_SAD_XX.avi;N
1915;1024_IWL_ANG_XX.avi;A
1471;1019_IEO_ANG_HI.avi;A
1041;1013_TSI_HAP_XX.avi;H
6717;1083_IEO_DIS_MD.avi;S
6184;1076_ITH_SAD_XX.avi;S
7109;1087_WSI_SAD_XX.avi;S
4202;1052_MTI_NEU_XX.avi;N
7420;1091_DFA_ANG_XX.avi;A
2733;1034_IWL_HAP_XX.avi;H
731;1010_IEO_ANG_LO.avi;N
2026;1025_WSI_SAD_XX.avi;S
2122;1027_IEO_FEA_LO.avi;N
1290;1016_TSI_FEA_XX.avi;D
5521;1068_IWL_HAP_XX.avi;H
4200;1052_TAI_FEA_XX.avi;F
3167;1039_TSI_HAP_XX.avi;H
5711;1070_TSI_ANG_XX.avi;D
2490;1031_IWL_FEA_XX.avi;N
6181;1076_IWL_DIS_XX.avi;S
6333;1078_MTI_NEU_XX.avi;N
7269;1089_TSI_FEA_XX.avi;F
4020;1050_IOM_NEU_XX.avi;N
1441;1018_DFA_ANG_XX.avi;N
4483;1055_TSI_DIS_XX.avi;D
5013;1062_IWW_ANG_XX.avi;D
817;1011_IEO_FEA_MD.avi;N
4955;1061_ITH_ANG_XX.avi;D
536;1007_IWL_NEU_XX.avi;N
2563;1032_MTI_HAP_XX.avi;H
6151;1076_TIE_DIS_XX.avi;D
5441;1067_IWL_ANG_XX.avi;D
299;1004_ITH_ANG_XX.avi;A
7339;1090_DFA_FEA_XX.avi;F
1955;1025_IEO_ANG_LO.avi;A
1248;1016_IWW_FEA_XX.avi;D
7371;1091_IEO_FEA_HI.avi;F
1215;1015_WSI_DIS_XX.avi;N
3638;1045_IWL_FEA_XX.avi;N
5433;1067_MTI_HAP_XX.avi;H
2375;1030_TIE_HAP_XX.avi;H
5992;1074_IOM_FEA_XX.avi;N
4386;1054_DFA_SAD_XX.avi;N
5359;1066_IWL_ANG_XX.avi;D
6643;1082_IOM_NEU_XX.avi;N
7230;1089_TAI_HAP_XX.avi;H
3570;1044_ITS_NEU_XX.avi;D
2035;1026_IEO_SAD_MD.avi;N
502;1007_IEO_FEA_HI.avi;A
3888;1048_ITH_SAD_XX.avi;F
1895;1024_IWW_HAP_XX.avi;H
3368;1042_IOM_FEA_XX.avi;F
3621;1045_IWW_DIS_XX.avi;D
3116;1039_TIE_FEA_XX.avi;F
6166;1076_TAI_SAD_XX.avi;S
2471;1031_IWW_ANG_XX.avi;N
4008;1050_IEO_FEA_LO.avi;F
6592;1081_ITH_HAP_XX.avi;H
5315;1066_IEO_SAD_MD.avi;N
455;1006_IWL_HAP_XX.avi;H
5933;1073_IWL_ANG_XX.avi;D
5676;1070_TAI_FEA_XX.avi;D
5159;1064_IEO_DIS_LO.avi;D
3383;1042_MTI_HAP_XX.avi;N
2517;1031_WSI_HAP_XX.avi;H
3671;1046_IEO_HAP_LO.avi;H
1199;1015_ITS_HAP_XX.avi;H
6567;1081_IWW_NEU_XX.avi;N
7304;1090_IOM_DIS_XX.avi;D
5431;1067_TAI_DIS_XX.avi;A
2764;1034_WSI_SAD_XX.avi;N
5539;1068_ITS_HAP_XX.avi;H
6210;1076_WSI_DIS_XX.avi;D
1622;1021_IEO_HAP_MD.avi;H
6249;1077_TAI_FEA_XX.avi;N
5524;1068_IWL_FEA_XX.avi;A
1119;1014_ITS_ANG_XX.avi;D
7256;1089_DFA_ANG_XX.avi;A
2268;1028_TSI_FEA_XX.avi;S
6938;1085_TSI_HAP_XX.avi;H
2971;1037_TAI_DIS_XX.avi;D
3771;1047_TIE_ANG_XX.avi;A
6248;1077_TAI_ANG_XX.avi;A
2096;1026_ITS_SAD_XX.avi;N
1244;1016_IWW_NEU_XX.avi;N
6413;1079_TAI_FEA_XX.avi;F
5137;1063_TSI_ANG_XX.avi;A
6374;1078_WSI_DIS_XX.avi;D
2812;1035_MTI_FEA_XX.avi;D
1870;1024_IEO_SAD_LO.avi;N
3356;1042_IEO_DIS_MD.avi;D
4661;1058_IEO_ANG_LO.avi;N
4814;1059_WSI_SAD_XX.avi;N
5737;1071_TIE_HAP_XX.avi;H
1760;1022_DFA_NEU_XX.avi;N
2714;1034_IWW_NEU_XX.avi;N
1914;1024_IWL_SAD_XX.avi;N
2777;1035_IEO_ANG_HI.avi;A
2760;1034_TSI_FEA_XX.avi;F
3463;1043_TAI_DIS_XX.avi;D
5757;1071_TAI_ANG_XX.avi;A
128;1002_IWL_SAD_XX.avi;N
6556;1081_TIE_HAP_XX.avi;H
4301;1053_ITH_DIS_XX.avi;S
2601;1032_WSI_ANG_XX.avi;A
2896;1036_IWL_NEU_XX.avi;S
6188;1076_DFA_NEU_XX.avi;N
6831;1084_IWL_NEU_XX.avi;N
7093;1087_DFA_FEA_XX.avi;F
4776;1059_MTI_NEU_XX.avi;N
1005;1013_TAI_HAP_XX.avi;H
2313;1029_TAI_ANG_XX.avi;A
4987;1062_IEO_SAD_MD.avi;S
1418;1018_TAI_FEA_XX.avi;F
6470;1080_IEO_DIS_LO.avi;D
2607;1033_IEO_HAP_HI.avi;H
1736;1022_TAI_NEU_XX.avi;N
1899;1024_IWW_DIS_XX.avi;S
1035;1013_ITS_HAP_XX.avi;H
2984;1037_ITH_NEU_XX.avi;N
3468;1043_MTI_FEA_XX.avi;D
496;1007_IEO_SAD_HI.avi;N
2870;1036_TIE_FEA_XX.avi;S
6750;1083_IWL_HAP_XX.avi;H
5512;1068_TAI_FEA_XX.avi;F
524;1007_TAI_NEU_XX.avi;N
4558;1056_ITS_FEA_XX.avi;F
4877;1060_DFA_HAP_XX.avi;H
6453;1079_WSI_SAD_XX.avi;A
6731;1083_IWW_NEU_XX.avi;S
5514;1068_MTI_NEU_XX.avi;N
6803;1084_TIE_SAD_XX.avi;S
2451;1031_IEO_FEA_MD.avi;F
5210;1064_ITS_NEU_XX.avi;N
3481;1043_ITH_DIS_XX.avi;D
5037;1062_ITH_ANG_XX.avi;F
4238;1052_WSI_NEU_XX.avi;N
4696;1058_MTI_SAD_XX.avi;S
6107;1075_DFA_HAP_XX.avi;H
1078;1014_IOM_FEA_XX.avi;N
3103;1039_IEO_ANG_LO.avi;N
5738;1071_TIE_SAD_XX.avi;S
2310;1029_TAI_NEU_XX.avi;N
2476;1031_TAI_SAD_XX.avi;S
5868;1072_ITS_SAD_XX.avi;S
6048;1075_IEO_NEU_XX.avi;N
2248;1028_ITH_SAD_XX.avi;S
5745;1071_IOM_ANG_XX.avi;A
4567;1056_WSI_HAP_XX.avi;H
1327;1017_IWW_HAP_XX.avi;H
6903;1085_TAI_SAD_XX.avi;N
6207;1076_WSI_SAD_XX.avi;D
1027;1013_ITH_DIS_XX.avi;D
7226;1089_IWW_ANG_XX.avi;A
4645;1057_TSI_ANG_XX.avi;A
535;1007_MTI_DIS_XX.avi;D
6448;1079_TSI_ANG_XX.avi;A
6379;1079_IEO_SAD_LO.avi;S
941;1012_ITH_HAP_XX.avi;H
5802;1072_IEO_NEU_XX.avi;S
1330;1017_IWW_FEA_XX.avi;N
3833;1047_WSI_DIS_XX.avi;A
5611;1069_ITH_ANG_XX.avi;A
4440;1055_IWW_FEA_XX.avi;F
3656;1045_ITS_FEA_XX.avi;F
3877;1048_MTI_ANG_XX.avi;A
5377;1066_ITS_ANG_XX.avi;D
4141;1051_DFA_ANG_XX.avi;A
2814;1035_IWL_NEU_XX.avi;N
7057;1087_IOM_FEA_XX.avi;N
6604;1081_ITS_HAP_XX.avi;H
2449;1031_IEO_ANG_HI.avi;A
6773;1083_TSI_NEU_XX.avi;S
3617;1045_IWW_HAP_XX.avi;H
3166;1039_TSI_NEU_XX.avi;N
3486;1043_DFA_FEA_XX.avi;S
6680;1082_DFA_HAP_XX.avi;H
6251;1077_MTI_NEU_XX.avi;N
1542;1020_IEO_SAD_LO.avi;S
3480;1043_ITH_FEA_XX.avi;S
160;1002_WSI_FEA_XX.avi;F
2015;1025_ITS_ANG_XX.avi;A
2766;1034_WSI_FEA_XX.avi;N
1496;1019_TAI_NEU_XX.avi;N
5242;1065_IEO_DIS_MD.avi;D
497;1007_IEO_ANG_LO.avi;D
4190;1052_IWW_NEU_XX.avi;N
6062;1075_IEO_DIS_MD.avi;S
4909;1061_IEO_ANG_HI.avi;A
7410;1091_IWL_DIS_XX.avi;S
3517;1044_IEO_FEA_MD.avi;F
2145;1027_IWW_DIS_XX.avi;D
1600;1020_DFA_FEA_XX.avi;S
6847;1084_DFA_FEA_XX.avi;F
3398;1042_ITH_FEA_XX.avi;F
1126;1014_TSI_FEA_XX.avi;N
5386;1066_WSI_NEU_XX.avi;N
2148;1027_TAI_SAD_XX.avi;S
2625;1033_TIE_DIS_XX.avi;D
1567;1020_IWW_HAP_XX.avi;H
6347;1078_ITH_SAD_XX.avi;S
1061;1014_IEO_ANG_HI.avi;A
4496;1056_IEO_SAD_HI.avi;S
2124;1027_IEO_FEA_HI.avi;F
2818;1035_IWL_FEA_XX.avi;S
1340;1017_MTI_SAD_XX.avi;N
2077;1026_IWL_HAP_XX.avi;H
1141;1015_IEO_ANG_LO.avi;A
2076;1026_IWL_NEU_XX.avi;N
1972;1025_IOM_SAD_XX.avi;N
6322;1078_IWW_HAP_XX.avi;H
679;1009_IWW_ANG_XX.avi;A
4568;1056_WSI_SAD_XX.avi;S
3753;1047_IEO_HAP_LO.avi;H
3106;1039_IEO_FEA_LO.avi;S
3894;1048_DFA_SAD_XX.avi;N
7064;1087_IWW_DIS_XX.avi;D
3353;1042_IEO_FEA_MD.avi;N
399;1005_TSI_ANG_XX.avi;N
1017;1013_IWL_HAP_XX.avi;H
7178;1088_ITS_HAP_XX.avi;H
4856;1060_TAI_FEA_XX.avi;D
2428;1030_TSI_NEU_XX.avi;N
4285;1053_MTI_HAP_XX.avi;H
88;1002_IEO_ANG_LO.avi;D
93;1002_IEO_FEA_HI.avi;F
5671;1070_IWW_DIS_XX.avi;D
1424;1018_MTI_FEA_XX.avi;N
5194;1064_IWL_SAD_XX.avi;N
2934;1037_IEO_HAP_MD.avi;H
2391;1030_IWW_DIS_XX.avi;D
1469;1019_IEO_ANG_LO.avi;N
2638;1033_TAI_NEU_XX.avi;N
2663;1033_DFA_HAP_XX.avi;H
4586;1057_IEO_DIS_MD.avi;S
723;1009_WSI_DIS_XX.avi;D
1884;1024_TIE_SAD_XX.avi;S
7247;1089_ITH_NEU_XX.avi;N
3674;1046_IEO_SAD_LO.avi;N
1205;1015_TSI_HAP_XX.avi;H
6500;1080_MTI_ANG_XX.avi;N
2175;1027_DFA_DIS_XX.avi;D
2196;1028_IEO_HAP_MD.avi;H
2965;1037_IWW_DIS_XX.avi;D
879;1011_TSI_ANG_XX.avi;A
5204;1064_DFA_NEU_XX.avi;N
6550;1081_IEO_FEA_MD.avi;N
4095;1051_IEO_DIS_HI.avi;S
3989;1049_TSI_ANG_XX.avi;A
5811;1072_IEO_ANG_HI.avi;A
1623;1021_IEO_HAP_HI.avi;H
4571;1056_WSI_DIS_XX.avi;F
831;1011_IOM_ANG_XX.avi;A
836;1011_IWW_SAD_XX.avi;N
2755;1034_ITS_DIS_XX.avi;D
1655;1021_TAI_HAP_XX.avi;H
4509;1056_TIE_ANG_XX.avi;A
3801;1047_IWL_ANG_XX.avi;D
577;1008_IEO_SAD_MD.avi;F
4220;1052_DFA_NEU_XX.avi;N
3900;1048_ITS_SAD_XX.avi;D
4886;1060_ITS_FEA_XX.avi;N
4427;1055_TIE_ANG_XX.avi;A
4846;1060_IWW_NEU_XX.avi;N
1416;1018_TAI_SAD_XX.avi;N
2982;1037_IWL_FEA_XX.avi;F
6870;1085_IEO_HAP_HI.avi;H
5541;1068_ITS_ANG_XX.avi;D
7229;1089_TAI_NEU_XX.avi;D
419;1006_IEO_FEA_MD.avi;S
2525;1032_IEO_HAP_HI.avi;H
94;1002_IEO_DIS_LO.avi;D
2215;1028_TIE_DIS_XX.avi;D
5504;1068_IWW_SAD_XX.avi;N
255;1004_IEO_FEA_MD.avi;F
6533;1080_WSI_NEU_XX.avi;N
5469;1067_WSI_HAP_XX.avi;H
3685;1046_IEO_DIS_HI.avi;D
2980;1037_IWL_SAD_XX.avi;S
5043;1062_DFA_ANG_XX.avi;F
5340;1066_IWW_SAD_XX.avi;F
3523;1044_TIE_HAP_XX.avi;H
1782;1022_WSI_FEA_XX.avi;N
5282;1065_ITH_SAD_XX.avi;N
1420;1018_MTI_NEU_XX.avi;N
1197;1015_DFA_DIS_XX.avi;S
2847;1035_WSI_ANG_XX.avi;A
2864;1036_IEO_DIS_MD.avi;D
3152;1039_ITH_FEA_XX.avi;S
1351;1017_ITH_HAP_XX.avi;H
2340;1029_ITS_NEU_XX.avi;N
291;1004_IWL_HAP_XX.avi;H
1866;1024_IEO_NEU_XX.avi;N
1243;1016_IOM_DIS_XX.avi;D
3785;1047_IWW_DIS_XX.avi;D
855;1011_IWL_ANG_XX.avi;A
6677;1082_ITH_FEA_XX.avi;F
3359;1042_TIE_HAP_XX.avi;D
719;1009_WSI_HAP_XX.avi;H
118;1002_TAI_FEA_XX.avi;D
2802;1035_TAI_NEU_XX.avi;N
1474;1019_IEO_FEA_HI.avi;N
1314;1017_TIE_NEU_XX.avi;N
213;1003_IWL_DIS_XX.avi;D
6163;1076_IWW_DIS_XX.avi;D
6345;1078_ITH_NEU_XX.avi;N
7077;1087_IWL_NEU_XX.avi;N
6033;1074_ITS_ANG_XX.avi;A
5652;1070_IEO_DIS_MD.avi;D
3008;1037_WSI_NEU_XX.avi;N
5955;1073_TSI_HAP_XX.avi;H
459;1006_IWL_DIS_XX.avi;D
5857;1072_ITH_ANG_XX.avi;A
5074;1063_IEO_FEA_LO.avi;S
6393;1079_TIE_SAD_XX.avi;N
4288;1053_MTI_FEA_XX.avi;A
44;1001_MTI_DIS_XX.avi;A
2554;1032_IWW_FEA_XX.avi;N
5786;1071_ITS_SAD_XX.avi;N
2717;1034_IWW_ANG_XX.avi;S
7272;1089_WSI_HAP_XX.avi;H
5112;1063_IWL_SAD_XX.avi;S
1552;1020_IEO_DIS_MD.avi;S
966;1012_WSI_SAD_XX.avi;S
2681;1033_WSI_HAP_XX.avi;H
802;1010_WSI_SAD_XX.avi;N
4933;1061_IWW_DIS_XX.avi;D
822;1011_TIE_NEU_XX.avi;N
6203;1076_TSI_FEA_XX.avi;F
1475;1019_IEO_DIS_LO.avi;D
7195;1089_IEO_NEU_XX.avi;N
5335;1066_IOM_ANG_XX.avi;A
2924;1036_TSI_FEA_XX.avi;F
2438;1030_WSI_FEA_XX.avi;F
4075;1050_WSI_HAP_XX.avi;H
4090;1051_IEO_FEA_LO.avi;N
1398;1018_TIE_SAD_XX.avi;N
4988;1062_IEO_SAD_HI.avi;S
2885;1036_TAI_HAP_XX.avi;F
6174;1076_MTI_FEA_XX.avi;F
2398;1030_MTI_NEU_XX.avi;N
2437;1030_WSI_ANG_XX.avi;A
5239;1065_IEO_FEA_MD.avi;F
218;1003_ITH_FEA_XX.avi;N
5362;1066_ITH_NEU_XX.avi;N
829;1011_IOM_HAP_XX.avi;H
4431;1055_IOM_HAP_XX.avi;H
7421;1091_DFA_FEA_XX.avi;N
5695;1070_ITH_DIS_XX.avi;D
614;1008_MTI_SAD_XX.avi;S
2692;1034_IEO_SAD_HI.avi;N
6852;1084_ITS_ANG_XX.avi;A
2660;1033_ITH_FEA_XX.avi;F
1461;1018_WSI_DIS_XX.avi;D
31;1001_IWW_FEA_XX.avi;A
3592;1045_IEO_SAD_LO.avi;S
3853;1048_TIE_ANG_XX.avi;A
5411;1067_TIE_ANG_XX.avi;A
4171;1052_IEO_ANG_HI.avi;A
7234;1089_TAI_DIS_XX.avi;D
501;1007_IEO_FEA_MD.avi;A
5494;1068_TIE_FEA_XX.avi;H
7056;1087_IOM_ANG_XX.avi;N
4608;1057_TAI_SAD_XX.avi;N
4507;1056_TIE_HAP_XX.avi;H
1517;1019_DFA_ANG_XX.avi;D
6235;1077_IOM_SAD_XX.avi;N
7255;1089_DFA_SAD_XX.avi;S
768;1010_MTI_FEA_XX.avi;A
3418;1042_WSI_NEU_XX.avi;N
5681;1070_MTI_ANG_XX.avi;D
3115;1039_TIE_ANG_XX.avi;A
4523;1056_IWW_DIS_XX.avi;D
1145;1015_IEO_FEA_MD.avi;F
2273;1028_WSI_ANG_XX.avi;A
6949;1086_IEO_NEU_XX.avi;N
4669;1058_IEO_DIS_HI.avi;S
6946;1085_WSI_ANG_XX.avi;A
1451;1018_TSI_HAP_XX.avi;H
4231;1052_ITS_DIS_XX.avi;A
1514;1019_DFA_NEU_XX.avi;N
1634;1021_IEO_DIS_MD.avi;D
3752;1047_IEO_NEU_XX.avi;N
5143;1063_WSI_ANG_XX.avi;A
2704;1034_TIE_SAD_XX.avi;N
4074;1050_WSI_NEU_XX.avi;N
3834;1048_IEO_NEU_XX.avi;N
3727;1046_ITH_DIS_XX.avi;N
6269;1077_DFA_NEU_XX.avi;N
6510;1080_ITH_HAP_XX.avi;H
709;1009_ITS_ANG_XX.avi;A
5915;1073_IWW_ANG_XX.avi;N
4538;1056_IWL_SAD_XX.avi;S
5078;1063_IEO_DIS_MD.avi;D
3942;1049_IOM_FEA_XX.avi;S
7107;1087_WSI_NEU_XX.avi;N
2528;1032_IEO_SAD_HI.avi;N
1362;1017_ITS_NEU_XX.avi;N
2002;1025_ITH_SAD_XX.avi;N
7180;1088_ITS_ANG_XX.avi;A
760;1010_TAI_SAD_XX.avi;N
49;1001_IWL_FEA_XX.avi;F
949;1012_DFA_ANG_XX.avi;A
3156;1039_DFA_SAD_XX.avi;S
6989;1086_MTI_NEU_XX.avi;N
2133;1027_TIE_DIS_XX.avi;S
3361;1042_TIE_ANG_XX.avi;D
834;1011_IWW_NEU_XX.avi;N
275;1004_IWW_ANG_XX.avi;D
4192;1052_IWW_SAD_XX.avi;N
3910;1048_WSI_NEU_XX.avi;N
3394;1042_ITH_NEU_XX.avi;N
6954;1086_IEO_SAD_MD.avi;N
3871;1048_TAI_ANG_XX.avi;A
3067;1038_ITH_HAP_XX.avi;H
916;1012_IWW_NEU_XX.avi;N
3412;1042_TSI_NEU_XX.avi;N
1263;1016_IWL_HAP_XX.avi;H
3264;1041_IEO_SAD_LO.avi;N
5990;1074_IOM_SAD_XX.avi;F
4903;1061_IEO_HAP_HI.avi;H
3611;1045_IOM_HAP_XX.avi;H
1494;1019_IWW_FEA_XX.avi;N
7287;1090_IEO_FEA_LO.avi;N
3857;1048_IOM_HAP_XX.avi;H
2930;1036_WSI_FEA_XX.avi;F
1603;1020_ITS_HAP_XX.avi;H
3160;1039_ITS_NEU_XX.avi;N
901;1012_IEO_DIS_LO.avi;D
5712;1070_TSI_FEA_XX.avi;N
1423;1018_MTI_ANG_XX.avi;D
7412;1091_ITH_HAP_XX.avi;H
2836;1035_ITS_FEA_XX.avi;F
444;1006_TAI_SAD_XX.avi;S
2315;1029_TAI_DIS_XX.avi;D
4542;1056_ITH_NEU_XX.avi;N
1317;1017_TIE_ANG_XX.avi;A
3329;1041_ITS_DIS_XX.avi;D
6952;1086_IEO_HAP_HI.avi;H
1059;1014_IEO_ANG_LO.avi;N
7302;1090_IOM_ANG_XX.avi;A
6381;1079_IEO_SAD_HI.avi;N
5471;1067_WSI_ANG_XX.avi;A
7151;1088_TAI_FEA_XX.avi;F
1987;1025_TAI_DIS_XX.avi;D
4963;1061_DFA_DIS_XX.avi;A
2915;1036_ITS_HAP_XX.avi;F
4030;1050_IWW_FEA_XX.avi;F
4222;1052_DFA_SAD_XX.avi;S
2065;1026_TAI_HAP_XX.avi;H
4050;1050_ITH_NEU_XX.avi;N
1626;1021_IEO_SAD_HI.avi;S
3240;1040_DFA_FEA_XX.avi;N
4296;1053_ITH_NEU_XX.avi;N
5284;1065_ITH_FEA_XX.avi;F
4329;1054_IEO_HAP_HI.avi;H
3572;1044_ITS_SAD_XX.avi;S
3202;1040_IOM_SAD_XX.avi;S
6585;1081_IWL_NEU_XX.avi;N
6748;1083_MTI_DIS_XX.avi;S
6215;1077_IEO_SAD_LO.avi;N
127;1002_IWL_HAP_XX.avi;H
1388;1018_IEO_ANG_MD.avi;N
3682;1046_IEO_FEA_HI.avi;F
4781;1059_MTI_DIS_XX.avi;D
6131;1076_IEO_HAP_LO.avi;H
177;1003_IEO_DIS_HI.avi;D
4409;1055_IEO_HAP_LO.avi;H
3932;1049_TIE_NEU_XX.avi;N
6142;1076_IEO_FEA_HI.avi;F
5939;1073_ITH_ANG_XX.avi;S
904;1012_TIE_NEU_XX.avi;N
6170;1076_MTI_NEU_XX.avi;N
7383;1091_IOM_SAD_XX.avi;N
1998;1025_IWL_FEA_XX.avi;F
5336;1066_IOM_FEA_XX.avi;N
1927;1024_DFA_ANG_XX.avi;A
1793;1023_IEO_ANG_HI.avi;A
1523;1019_ITS_ANG_XX.avi;N
3455;1043_IWW_ANG_XX.avi;D
5518;1068_MTI_FEA_XX.avi;F
3186;1040_IEO_ANG_MD.avi;N
5487;1068_IEO_DIS_LO.avi;D
2592;1032_TSI_NEU_XX.avi;N
4711;1058_ITH_DIS_XX.avi;S
370;1005_MTI_FEA_XX.avi;N
3787;1047_TAI_HAP_XX.avi;H
3436;1043_IEO_FEA_HI.avi;F
5625;1069_ITS_DIS_XX.avi;S
64;1001_ITS_HAP_XX.avi;H
4763;1059_IOM_DIS_XX.avi;D
1275;1016_DFA_HAP_XX.avi;H
573;1008_IEO_HAP_LO.avi;H
3911;1048_WSI_HAP_XX.avi;H
2466;1031_IOM_FEA_XX.avi;N
6661;1082_MTI_NEU_XX.avi;N
5673;1070_TAI_HAP_XX.avi;H
2109;1026_WSI_ANG_XX.avi;A
5400;1067_IEO_ANG_MD.avi;A
4689;1058_TAI_HAP_XX.avi;H
6;1001_IEO_ANG_LO.avi;D
5385;1066_TSI_DIS_XX.avi;S
958;1012_TSI_NEU_XX.avi;N
7267;1089_TSI_SAD_XX.avi;D
3980;1049_ITS_NEU_XX.avi;N
3505;1043_WSI_DIS_XX.avi;D
6334;1078_MTI_HAP_XX.avi;H
3632;1045_MTI_FEA_XX.avi;F
1003;1013_IWW_DIS_XX.avi;D
513;1007_IOM_HAP_XX.avi;H
1625;1021_IEO_SAD_MD.avi;N
6922;1085_ITH_ANG_XX.avi;A
5535;1068_DFA_ANG_XX.avi;A
3279;1041_TIE_ANG_XX.avi;A
7015;1086_ITS_SAD_XX.avi;N
7091;1087_DFA_SAD_XX.avi;N
2324;1029_IWL_SAD_XX.avi;S
2202;1028_IEO_ANG_MD.avi;A
637;1008_ITS_HAP_XX.avi;H
5380;1066_TSI_NEU_XX.avi;N
242;1003_WSI_FEA_XX.avi;N
4205;1052_MTI_ANG_XX.avi;A
340;1005_IEO_DIS_MD.avi;D
2857;1036_IEO_ANG_LO.avi;F
1089;1014_TAI_ANG_XX.avi;A
580;1008_IEO_ANG_MD.avi;A
7210;1089_IEO_DIS_HI.avi;F
1783;1022_WSI_DIS_XX.avi;D
54;1001_ITH_ANG_XX.avi;A
5448;1067_ITH_FEA_XX.avi;F
4241;1052_WSI_ANG_XX.avi;A
1556;1020_TIE_SAD_XX.avi;S
1640;1021_TIE_FEA_XX.avi;F
2180;1027_ITS_FEA_XX.avi;A
6887;1085_TIE_FEA_XX.avi;D
4719;1058_ITS_HAP_XX.avi;H
2186;1027_TSI_FEA_XX.avi;F
5189;1064_MTI_ANG_XX.avi;A
5406;1067_IEO_DIS_MD.avi;S
4595;1057_IOM_HAP_XX.avi;H
1928;1024_DFA_FEA_XX.avi;S
6719;1083_TIE_NEU_XX.avi;A
6875;1085_IEO_ANG_MD.avi;N
6044;1074_WSI_SAD_XX.avi;F
3100;1039_IEO_SAD_LO.avi;N
3415;1042_TSI_ANG_XX.avi;A
5220;1064_TSI_FEA_XX.avi;F
5779;1071_DFA_HAP_XX.avi;H
2025;1025_WSI_HAP_XX.avi;H
1591;1020_ITH_HAP_XX.avi;H
6836;1084_IWL_DIS_XX.avi;S
2738;1034_ITH_NEU_XX.avi;S
2939;1037_IEO_ANG_LO.avi;A
5829;1072_IOM_DIS_XX.avi;D
2441;1031_IEO_HAP_LO.avi;N
6659;1082_TAI_FEA_XX.avi;F
6365;1078_TSI_SAD_XX.avi;S
741;1010_TIE_HAP_XX.avi;H
2906;1036_ITH_FEA_XX.avi;F
2936;1037_IEO_SAD_LO.avi;S
6026;1074_DFA_SAD_XX.avi;F
5279;1065_IWL_DIS_XX.avi;S
5114;1063_IWL_FEA_XX.avi;S
5918;1073_TAI_NEU_XX.avi;N
5028;1062_IWL_NEU_XX.avi;N
4747;1059_IEO_FEA_MD.avi;F
1063;1014_IEO_FEA_MD.avi;S
2691;1034_IEO_SAD_MD.avi;N
810;1011_IEO_SAD_LO.avi;N
4552;1056_DFA_FEA_XX.avi;S
5966;1074_IEO_NEU_XX.avi;N
2445;1031_IEO_SAD_MD.avi;N
3601;1045_IEO_DIS_LO.avi;D
5605;1069_IWL_ANG_XX.avi;A
6865;1084_WSI_FEA_XX.avi;F
1608;1020_TSI_NEU_XX.avi;N
2037;1026_IEO_ANG_LO.avi;N
6772;1083_ITS_DIS_XX.avi;S
6442;1079_ITS_ANG_XX.avi;A
6187;1076_ITH_DIS_XX.avi;D
2590;1032_ITS_FEA_XX.avi;S
1393;1018_IEO_DIS_LO.avi;D
3708;1046_TAI_FEA_XX.avi;F
7343;1090_ITS_SAD_XX.avi;N
4794;1059_DFA_NEU_XX.avi;N
23;1001_IOM_SAD_XX.avi;N
5776;1071_ITH_FEA_XX.avi;A
448;1006_MTI_NEU_XX.avi;N
438;1006_IWW_SAD_XX.avi;S
848;1011_MTI_SAD_XX.avi;S
5;1001_IEO_SAD_HI.avi;F
818;1011_IEO_FEA_HI.avi;F
6389;1079_IEO_DIS_MD.avi;F
318;1004_TSI_FEA_XX.avi;A
2726;1034_MTI_NEU_XX.avi;S
5615;1069_DFA_HAP_XX.avi;H
3869;1048_TAI_HAP_XX.avi;H
3946;1049_IWW_SAD_XX.avi;N
2292;1029_TIE_NEU_XX.avi;N
3089;1038_TSI_DIS_XX.avi;D
5217;1064_TSI_HAP_XX.avi;H
7113;1088_IEO_NEU_XX.avi;N
452;1006_MTI_FEA_XX.avi;F
3406;1042_ITS_NEU_XX.avi;N
653;1009_IEO_SAD_MD.avi;S
935;1012_IWL_HAP_XX.avi;H
2628;1033_IOM_SAD_XX.avi;N
2656;1033_ITH_NEU_XX.avi;N
638;1008_ITS_SAD_XX.avi;S
6001;1074_TAI_HAP_XX.avi;H
70;1001_TSI_HAP_XX.avi;H
7411;1091_ITH_NEU_XX.avi;N
2731;1034_MTI_DIS_XX.avi;S
